Comment ID,comment,sentiment
5406,It’s decent.,Neutral
5407,Excellent quality.,Positive
5408,Completely useless.,Negative
5409,Superb content!,Positive
5410,Really appreciate this.,Positive
5411,This made my day better.,Positive
5412,I hated it.,Negative
5413,Highly recommended!,Positive
5414,I absolutely loved this!,Positive
5415,Would not recommend.,Negative
5416,Highly recommended!,Positive
5417,It’s alright.,Neutral
5418,Brilliant work!,Positive
5419,Nothing special.,Neutral
5420,I absolutely loved this!,Positive
5421,Really appreciate this.,Positive
5422,Would not recommend.,Negative
5423,Very poor explanation.,Negative
5424,Great explanation!,Positive
5425,Very poor explanation.,Negative
5426,It’s alright.,Neutral
5427,Worst experience ever.,Negative
5428,It's okay.,Neutral
5429,I absolutely loved this!,Positive
5430,Great explanation!,Positive
5431,Excellent quality.,Positive
5432,I hated it.,Negative
5433,Really appreciate this.,Positive
5434,Highly recommended!,Positive
5435,"Fine, I guess.",Neutral
5436,Excellent quality.,Positive
5437,Nothing special.,Neutral
5438,Waste of time.,Negative
5439,Brilliant work!,Positive
5440,Superb content!,Positive
5441,Waste of time.,Negative
5442,I hated it.,Negative
5443,"Could be better, could be worse.",Neutral
5444,I absolutely loved this!,Positive
5445,Not helpful at all.,Negative
5446,Really bad.,Negative
5447,I hated it.,Negative
5448,I'm disappointed.,Negative
5449,Excellent quality.,Positive
5450,Highly recommended!,Positive
5451,Brilliant work!,Positive
5452,Superb content!,Positive
5453,It’s decent.,Neutral
5454,This made my day better.,Positive
5455,I absolutely loved this!,Positive
5456,Neutral feelings about this.,Neutral
5457,Not helpful at all.,Negative
5458,This made my day better.,Positive
5459,I'm disappointed.,Negative
5460,Superb content!,Positive
5461,Very poor explanation.,Negative
5462,Waste of time.,Negative
5463,I hated it.,Negative
5464,"Very helpful, thanks!",Positive
5465,Waste of time.,Negative
5466,This was amazing!,Positive
5467,Very poor explanation.,Negative
5468,I'm disappointed.,Negative
5469,Completely useless.,Negative
5470,I neither liked nor disliked it.,Neutral
5471,Brilliant work!,Positive
5472,Brilliant work!,Positive
5473,Very poor explanation.,Negative
5474,"Fine, I guess.",Neutral
5475,I'm disappointed.,Negative
5476,Great explanation!,Positive
5477,This made my day better.,Positive
5478,Brilliant work!,Positive
5479,Superb content!,Positive
5480,So-so experience.,Neutral
5481,So-so experience.,Neutral
5482,Excellent quality.,Positive
5483,Waste of time.,Negative
5484,Highly recommended!,Positive
5485,Great explanation!,Positive
5486,I hated it.,Negative
5487,This made my day better.,Positive
5488,It’s decent.,Neutral
5489,So-so experience.,Neutral
5490,I absolutely loved this!,Positive
5491,Really appreciate this.,Positive
5492,Really appreciate this.,Positive
5493,Highly recommended!,Positive
5494,It's okay.,Neutral
5495,I absolutely loved this!,Positive
5496,It’s alright.,Neutral
5497,Excellent quality.,Positive
5498,This is terrible.,Negative
5499,I absolutely loved this!,Positive
5500,Just average.,Neutral
5501,I neither liked nor disliked it.,Neutral
5502,"Could be better, could be worse.",Neutral
5503,Would not recommend.,Negative
5504,Nothing special.,Neutral
5505,Waste of time.,Negative
5506,I neither liked nor disliked it.,Neutral
5507,Nothing special.,Neutral
5508,Neutral feelings about this.,Neutral
5509,I neither liked nor disliked it.,Neutral
5510,Not helpful at all.,Negative
5511,I hated it.,Negative
5512,I'm disappointed.,Negative
5513,Very poor explanation.,Negative
5514,Just average.,Neutral
5515,I absolutely loved this!,Positive
5516,I hated it.,Negative
5517,Great explanation!,Positive
5518,Excellent quality.,Positive
5519,Just average.,Neutral
5520,Just average.,Neutral
5521,I absolutely loved this!,Positive
5522,I'm disappointed.,Negative
5523,It's okay.,Neutral
5524,Waste of time.,Negative
5525,"Could be better, could be worse.",Neutral
5526,Completely useless.,Negative
5527,Very poor explanation.,Negative
5528,Excellent quality.,Positive
5529,I hated it.,Negative
5530,Brilliant work!,Positive
5531,"Could be better, could be worse.",Neutral
5532,Really appreciate this.,Positive
5533,Nothing special.,Neutral
5534,Would not recommend.,Negative
5535,This was amazing!,Positive
5536,"Very helpful, thanks!",Positive
5537,Superb content!,Positive
5538,Waste of time.,Negative
5539,Waste of time.,Negative
5540,Neutral feelings about this.,Neutral
5541,Brilliant work!,Positive
5542,I'm disappointed.,Negative
5543,It’s alright.,Neutral
5544,It’s decent.,Neutral
5545,Waste of time.,Negative
5546,So-so experience.,Neutral
5547,Highly recommended!,Positive
5548,This made my day better.,Positive
5549,Excellent quality.,Positive
5550,Highly recommended!,Positive
5551,Highly recommended!,Positive
5552,Excellent quality.,Positive
5553,I hated it.,Negative
5554,It’s decent.,Neutral
5555,I'm disappointed.,Negative
5556,This made my day better.,Positive
5557,Nothing special.,Neutral
5558,Excellent quality.,Positive
5559,Would not recommend.,Negative
5560,I hated it.,Negative
5561,Brilliant work!,Positive
5562,Highly recommended!,Positive
5563,Not helpful at all.,Negative
5564,Very poor explanation.,Negative
5565,Worst experience ever.,Negative
5566,Completely useless.,Negative
5567,So-so experience.,Neutral
5568,Really bad.,Negative
5569,Really bad.,Negative
5570,Great explanation!,Positive
5571,It’s alright.,Neutral
5572,Would not recommend.,Negative
5573,Nothing special.,Neutral
5574,Really bad.,Negative
5575,"Very helpful, thanks!",Positive
5576,Highly recommended!,Positive
5577,It’s alright.,Neutral
5578,Just average.,Neutral
5579,Superb content!,Positive
5580,Highly recommended!,Positive
5581,So-so experience.,Neutral
5582,Just average.,Neutral
5583,This made my day better.,Positive
5584,Nothing special.,Neutral
5585,Nothing special.,Neutral
5586,I absolutely loved this!,Positive
5587,Really bad.,Negative
5588,It’s alright.,Neutral
5589,Worst experience ever.,Negative
5590,Nothing special.,Neutral
5591,Neutral feelings about this.,Neutral
5592,Not helpful at all.,Negative
5593,Completely useless.,Negative
5594,This was amazing!,Positive
5595,Would not recommend.,Negative
5596,Nothing special.,Neutral
5597,"Very helpful, thanks!",Positive
5598,Brilliant work!,Positive
5599,This is terrible.,Negative
5600,It’s decent.,Neutral
5601,It’s alright.,Neutral
5602,Nothing special.,Neutral
5603,"Fine, I guess.",Neutral
5604,Nothing special.,Neutral
5605,Completely useless.,Negative
5606,I'm disappointed.,Negative
5607,Really appreciate this.,Positive
5608,This was amazing!,Positive
5609,This was amazing!,Positive
5610,I hated it.,Negative
5611,Superb content!,Positive
5612,This made my day better.,Positive
5613,Waste of time.,Negative
5614,Worst experience ever.,Negative
5615,"Could be better, could be worse.",Neutral
5616,Worst experience ever.,Negative
5617,I neither liked nor disliked it.,Neutral
5618,This is terrible.,Negative
5619,I hated it.,Negative
5620,It's okay.,Neutral
5621,So-so experience.,Neutral
5622,Not helpful at all.,Negative
5623,Highly recommended!,Positive
5624,This is terrible.,Negative
5625,Highly recommended!,Positive
5626,Excellent quality.,Positive
5627,Neutral feelings about this.,Neutral
5628,I'm disappointed.,Negative
5629,Brilliant work!,Positive
5630,Brilliant work!,Positive
5631,I'm disappointed.,Negative
5632,Brilliant work!,Positive
5633,Neutral feelings about this.,Neutral
5634,I'm disappointed.,Negative
5635,I absolutely loved this!,Positive
5636,Worst experience ever.,Negative
5637,I hated it.,Negative
5638,This is terrible.,Negative
5639,Highly recommended!,Positive
5640,Excellent quality.,Positive
5641,Would not recommend.,Negative
5642,Neutral feelings about this.,Neutral
5643,Superb content!,Positive
5644,I hated it.,Negative
5645,I hated it.,Negative
5646,I'm disappointed.,Negative
5647,Brilliant work!,Positive
5648,Superb content!,Positive
5649,I absolutely loved this!,Positive
5650,I hated it.,Negative
5651,"Fine, I guess.",Neutral
5652,It's okay.,Neutral
5653,Completely useless.,Negative
5654,It’s decent.,Neutral
5655,Neutral feelings about this.,Neutral
5656,It’s decent.,Neutral
5657,This made my day better.,Positive
5658,Highly recommended!,Positive
5659,This is terrible.,Negative
5660,Really appreciate this.,Positive
5661,Really appreciate this.,Positive
5662,Really appreciate this.,Positive
5663,I'm disappointed.,Negative
5664,Nothing special.,Neutral
5665,Very poor explanation.,Negative
5666,Really bad.,Negative
5667,Really appreciate this.,Positive
5668,Neutral feelings about this.,Neutral
5669,Not helpful at all.,Negative
5670,"Could be better, could be worse.",Neutral
5671,Nothing special.,Neutral
5672,Highly recommended!,Positive
5673,Highly recommended!,Positive
5674,Worst experience ever.,Negative
5675,Superb content!,Positive
5676,Superb content!,Positive
5677,Highly recommended!,Positive
5678,This is terrible.,Negative
5679,This was amazing!,Positive
5680,Very poor explanation.,Negative
5681,This was amazing!,Positive
5682,I'm disappointed.,Negative
5683,Waste of time.,Negative
5684,It’s decent.,Neutral
5685,Just average.,Neutral
5686,This was amazing!,Positive
5687,Great explanation!,Positive
5688,Waste of time.,Negative
5689,Worst experience ever.,Negative
5690,It's okay.,Neutral
5691,It’s alright.,Neutral
5692,Really bad.,Negative
5693,This made my day better.,Positive
5694,Highly recommended!,Positive
5695,It’s alright.,Neutral
5696,Very poor explanation.,Negative
5697,"Fine, I guess.",Neutral
5698,Excellent quality.,Positive
5699,Superb content!,Positive
5700,Excellent quality.,Positive
5701,Really appreciate this.,Positive
5702,I neither liked nor disliked it.,Neutral
5703,Neutral feelings about this.,Neutral
5704,Very poor explanation.,Negative
5705,This is terrible.,Negative
5706,Neutral feelings about this.,Neutral
5707,Very poor explanation.,Negative
5708,Really bad.,Negative
5709,Brilliant work!,Positive
5710,So-so experience.,Neutral
5711,Highly recommended!,Positive
5712,So-so experience.,Neutral
5713,This is terrible.,Negative
5714,I absolutely loved this!,Positive
5715,Not helpful at all.,Negative
5716,This is terrible.,Negative
5717,Really appreciate this.,Positive
5718,I neither liked nor disliked it.,Neutral
5719,It's okay.,Neutral
5720,This is terrible.,Negative
5721,It’s alright.,Neutral
5722,I hated it.,Negative
5723,Worst experience ever.,Negative
5724,Highly recommended!,Positive
5725,This was amazing!,Positive
5726,Great explanation!,Positive
5727,I absolutely loved this!,Positive
5728,I absolutely loved this!,Positive
5729,Completely useless.,Negative
5730,I'm disappointed.,Negative
5731,"Very helpful, thanks!",Positive
5732,Worst experience ever.,Negative
5733,Completely useless.,Negative
5734,Completely useless.,Negative
5735,This made my day better.,Positive
5736,Really appreciate this.,Positive
5737,It’s alright.,Neutral
5738,I'm disappointed.,Negative
5739,I absolutely loved this!,Positive
5740,It’s alright.,Neutral
5741,Completely useless.,Negative
5742,It’s alright.,Neutral
5743,Really appreciate this.,Positive
5744,Completely useless.,Negative
5745,Just average.,Neutral
5746,This was amazing!,Positive
5747,Great explanation!,Positive
5748,It’s decent.,Neutral
5749,"Fine, I guess.",Neutral
5750,Completely useless.,Negative
5751,Would not recommend.,Negative
5752,Excellent quality.,Positive
5753,Not helpful at all.,Negative
5754,Waste of time.,Negative
5755,Great explanation!,Positive
5756,Waste of time.,Negative
5757,I absolutely loved this!,Positive
5758,"Could be better, could be worse.",Neutral
5759,Highly recommended!,Positive
5760,This is terrible.,Negative
5761,It’s alright.,Neutral
5762,Excellent quality.,Positive
5763,It’s alright.,Neutral
5764,I absolutely loved this!,Positive
5765,Excellent quality.,Positive
5766,"Fine, I guess.",Neutral
5767,Worst experience ever.,Negative
5768,It’s decent.,Neutral
5769,Completely useless.,Negative
5770,Worst experience ever.,Negative
5771,Not helpful at all.,Negative
5772,Brilliant work!,Positive
5773,Would not recommend.,Negative
5774,It’s decent.,Neutral
5775,"Very helpful, thanks!",Positive
5776,This made my day better.,Positive
5777,Would not recommend.,Negative
5778,I'm disappointed.,Negative
5779,Really appreciate this.,Positive
5780,I absolutely loved this!,Positive
5781,Highly recommended!,Positive
5782,Completely useless.,Negative
5783,Not helpful at all.,Negative
5784,Great explanation!,Positive
5785,Would not recommend.,Negative
5786,Very poor explanation.,Negative
5787,I absolutely loved this!,Positive
5788,Great explanation!,Positive
5789,Brilliant work!,Positive
5790,This made my day better.,Positive
5791,"Fine, I guess.",Neutral
5792,Great explanation!,Positive
5793,I absolutely loved this!,Positive
5794,It’s decent.,Neutral
5795,Brilliant work!,Positive
5796,Highly recommended!,Positive
5797,Would not recommend.,Negative
5798,This is terrible.,Negative
5799,"Fine, I guess.",Neutral
5800,It's okay.,Neutral
5801,Great explanation!,Positive
5802,Really appreciate this.,Positive
5803,Great explanation!,Positive
5804,Highly recommended!,Positive
5805,Brilliant work!,Positive
5806,Just average.,Neutral
5807,Worst experience ever.,Negative
